TDS,pH,Hardness,Turbidity,Litres_Processed,Days_Used,Cleaning_Frequency,Water_Source,Temperature,Fouling_Risk_Score,Operational_Risk_Category,Estimated_Membrane_Life_Months,Purifier_Recommendation,Cleaning_Frequency_Encoded,Water_Source_Encoded,Risk_Category_Encoded
878,7.3,772,14.4,1094,522,Rare,Municipal,32,1526.5,Low Risk,31.997,UF + UV Purifier,1,1,1
313,7.9,74,4.5,7692,698,Regular,River,35,1523.6,Low Risk,32.527,UF + UV Purifier,2,2,1
1211,6.1,577,11.6,1555,1088,Rare,Borewell,41,1562.4,Low Risk,32.76649999999999,RO + UV Purifier,1,0,1
1676,8.2,231,17.4,3583,104,Rare,Borewell,40,2175.4,Low Risk,26.233500000000003,RO + UV Purifier,1,0,1
1795,6.2,548,8.9,4175,973,Regular,River,29,2126.35,Low Risk,28.8205,RO + UV Purifier,2,2,1
691,8.3,890,19.3,6457,1342,Moderate,Tank Water,40,2486.55,Low Risk,21.1015,UF + UV Purifier,0,3,1
1433,6.4,690,9.3,5755,400,Rare,Tank Water,38,2262.25,Low Risk,26.728500000000004,RO + UV Purifier,1,3,1
1209,6.0,91,3.3,9911,616,Moderate,River,43,2264.1,Low Risk,27.1625,RO + UV Purifier,0,2,1
2239,6.2,964,8.1,4728,358,Regular,Borewell,25,2586.5,Medium Risk,25.475,RO + UV Purifier,2,0,2
813,5.5,530,19.1,4681,619,Regular,River,19,2111.15,Low Risk,24.959500000000002,UF + UV Purifier,2,2,1
1035,8.4,979,6.7,2330,806,Rare,Borewell,19,1575.55,Low Risk,33.464000000000006,UF + UV Purifier,1,0,1
2051,8.4,897,17.4,3895,333,Regular,River,22,2709.4,Medium Risk,21.9765,RO + UV Purifier,2,2,2
341,7.6,797,17.7,1703,608,Regular,Tank Water,18,1492.6000000000001,Low Risk,30.614499999999996,UF + UV Purifier,2,3,1
2143,6.1,921,7.3,3310,250,Regular,Municipal,39,2274.45,Low Risk,28.541999999999998,RO + UV Purifier,2,1,1
101,5.8,488,2.1,3592,1008,Rare,Borewell,21,892.9,Low Risk,39.09700000000001,UV Purifier,1,0,1
2372,5.6,451,14.6,3544,1217,Rare,Municipal,23,2504.55,Medium Risk,25.004,RO + UV Purifier,1,1,2
1868,6.2,595,6.6,6571,404,Rare,Tank Water,40,2451.4,Low Risk,26.199499999999997,RO + UV Purifier,1,3,1
2049,9.1,394,15.8,7772,1273,Regular,River,30,2999.6,Medium Risk,19.139000000000003,RO + UV Purifier,2,2,2
2263,6.5,942,9.1,5173,1307,Moderate,Tank Water,36,2695.35,Medium Risk,24.223499999999998,RO + UV Purifier,0,3,2
1017,6.9,94,10.0,4014,217,Regular,Municipal,28,1552.9,Low Risk,32.552,UF + UV Purifier,2,1,1
2341,5.9,695,15.7,6692,1244,Rare,Tank Water,30,3115.05,Medium Risk,18.738999999999994,RO + UV Purifier,1,3,2
189,6.4,70,8.0,644,1442,Moderate,Tank Water,25,542.6,Low Risk,41.387,UV Purifier,0,3,1
1809,7.6,683,9.1,8007,1268,Moderate,River,24,2776.8999999999996,Medium Risk,22.3705,RO + UV Purifier,0,2,2
2269,7.9,119,7.8,5357,1428,Rare,Municipal,30,2303.6,Low Risk,28.0015,RO + UV Purifier,1,1,1
242,6.5,913,7.7,1877,1139,Moderate,Municipal,18,1121.4,Low Risk,36.1865,UV Purifier,0,1,1
205,5.7,922,10.8,3646,503,Moderate,Municipal,23,1496.3000000000002,Low Risk,31.747999999999998,UV Purifier,0,1,1
986,7.1,97,16.3,5524,873,Rare,Borewell,24,2017.25,Low Risk,26.588,UF + UV Purifier,1,0,1
527,6.4,540,7.6,1293,560,Moderate,Tank Water,33,1004.45,Low Risk,37.759499999999996,UF + UV Purifier,0,3,1
1428,6.4,600,10.7,6256,1100,Moderate,Municipal,44,2350.4,Low Risk,25.512,RO + UV Purifier,0,1,1
1995,9.3,336,13.6,4914,1118,Rare,Tank Water,32,2429.8,Low Risk,25.139999999999993,RO + UV Purifier,1,3,1
2094,8.0,59,5.8,1610,992,Moderate,River,37,1547.05,Low Risk,35.58700000000001,RO + UV Purifier,0,2,1
416,7.7,591,5.9,6172,504,Moderate,River,19,1635.75,Low Risk,31.590000000000003,UF + UV Purifier,0,2,1
2086,7.2,805,18.7,4553,1199,Moderate,Borewell,43,2836.2,Medium Risk,20.4725,RO + UV Purifier,0,0,2
734,7.2,323,14.6,4437,975,Moderate,Borewell,42,1761.8999999999999,Low Risk,29.090500000000002,UF + UV Purifier,0,0,1
2025,7.7,649,11.8,4463,1435,Rare,River,40,2446.0,Low Risk,25.554499999999994,RO + UV Purifier,1,2,1
2156,8.3,805,13.1,5442,1119,Regular,Municipal,33,2780.55,Medium Risk,22.288999999999998,RO + UV Purifier,2,1,2
2370,8.3,430,1.1,6397,546,Regular,River,34,2382.05,Low Risk,28.914500000000004,RO + UV Purifier,2,2,1
1539,6.2,378,12.6,9474,1146,Moderate,Tank Water,41,2864.7,Medium Risk,20.1,RO + UV Purifier,0,3,2
652,7.5,528,10.4,1616,455,Rare,Borewell,32,1222.0,Low Risk,35.267999999999994,UF + UV Purifier,1,0,1
815,7.1,64,11.1,2250,1147,Rare,Borewell,20,1217.8,Low Risk,35.264,UF + UV Purifier,1,0,1
1387,9.0,565,7.5,4527,162,Moderate,River,21,1926.8,Low Risk,30.2885,RO + UV Purifier,0,2,1
1813,8.0,240,2.1,6245,1487,Regular,Municipal,29,2035.25,Low Risk,30.9735,RO + UV Purifier,2,1,1
1983,7.6,217,4.3,5564,1394,Moderate,Municipal,22,2095.75,Low Risk,30.257,RO + UV Purifier,0,1,1
1207,6.0,570,19.0,6438,343,Rare,Tank Water,34,2585.7,Medium Risk,21.041999999999998,RO + UV Purifier,1,3,2
1441,7.9,670,8.5,3897,620,Rare,Borewell,23,1946.55,Low Risk,30.051499999999997,RO + UV Purifier,1,0,1
210,6.0,186,9.6,8765,1265,Regular,River,27,1887.45,Low Risk,27.7185,UV Purifier,2,2,1
350,6.8,203,1.5,1859,1038,Rare,River,39,605.2,Low Risk,42.44950000000001,UF + UV Purifier,1,2,1
2154,6.1,437,1.2,9783,188,Rare,Borewell,35,2789.1000000000004,Medium Risk,24.3955,RO + UV Purifier,1,0,2
558,8.3,258,14.5,5353,1321,Rare,River,44,1778.05,Low Risk,28.564499999999995,UF + UV Purifier,1,2,1
1207,6.3,321,11.0,2441,690,Regular,Borewell,27,1554.1,Low Risk,32.8335,RO + UV Purifier,2,0,1
307,7.1,192,10.4,3648,777,Rare,Municipal,23,1203.1,Low Risk,34.599,UF + UV Purifier,1,1,1
999,9.1,660,5.2,8433,830,Moderate,Municipal,41,2269.45,Low Risk,26.593500000000002,UF + UV Purifier,0,1,1
121,6.3,938,15.0,9936,439,Regular,River,23,2573.0,Medium Risk,19.980999999999998,UV Purifier,2,2,2
509,7.5,869,3.8,1785,1409,Moderate,Municipal,37,1065.3,Low Risk,38.0395,UF + UV Purifier,0,1,1
994,7.2,118,4.2,6974,709,Moderate,Municipal,32,1764.1999999999998,Low Risk,31.564999999999998,UF + UV Purifier,0,1,1
614,5.6,296,9.5,1270,1246,Regular,Tank Water,21,1010.7,Low Risk,37.369,UF + UV Purifier,2,3,1
908,8.7,310,6.1,2343,1324,Moderate,Borewell,42,1188.95,Low Risk,36.8615,UF + UV Purifier,0,0,1
973,5.8,837,5.3,573,143,Regular,Borewell,33,1161.1000000000001,Low Risk,37.69350000000001,UF + UV Purifier,2,0,1
113,7.4,128,13.1,2160,926,Moderate,River,39,962.1,Low Risk,36.049,UV Purifier,0,2,1
1070,7.7,707,13.2,4849,1108,Regular,Borewell,41,2108.5,Low Risk,26.768499999999996,UF + UV Purifier,2,0,1
2234,8.0,672,16.6,7602,94,Rare,Tank Water,25,3223.7,High Risk,17.247,RO + UV Purifier,1,3,0
1660,8.3,819,8.6,8500,713,Rare,River,24,2817.55,Medium Risk,21.833999999999996,RO + UV Purifier,1,2,2
1424,6.5,654,1.9,9511,1325,Moderate,River,36,2508.95,Medium Risk,25.7055,RO + UV Purifier,0,2,2
1366,5.5,574,5.8,4318,1415,Rare,Borewell,43,1821.0,Low Risk,31.649000000000004,RO + UV Purifier,1,0,1
2269,8.4,821,19.6,831,175,Regular,Municipal,34,2412.6,Low Risk,24.9025,RO + UV Purifier,2,1,1
849,7.6,987,12.1,1921,972,Moderate,Municipal,38,1640.8000000000002,Low Risk,31.363500000000005,UF + UV Purifier,0,1,1
784,8.8,670,14.3,8012,1262,Rare,Municipal,30,2467.3,Low Risk,22.370000000000005,UF + UV Purifier,1,1,1
2027,8.8,379,0.6,7390,1339,Rare,Municipal,32,2316.55,Low Risk,28.958,RO + UV Purifier,1,1,1
2456,8.9,238,10.6,5431,1063,Moderate,Tank Water,43,2573.75,Medium Risk,25.1735,RO + UV Purifier,0,3,2
794,7.4,144,1.2,6525,768,Rare,River,43,1488.55,Low Risk,34.5345,UF + UV Purifier,1,2,1
2435,6.8,666,11.6,4908,215,Rare,Municipal,19,2717.4,Medium Risk,23.708999999999996,RO + UV Purifier,1,1,2
406,8.7,57,18.5,5613,1187,Moderate,Tank Water,27,1810.6,Low Risk,27.034499999999994,UF + UV Purifier,0,3,1
2089,7.3,116,19.4,8919,864,Rare,River,30,3210.55,High Risk,16.250499999999995,RO + UV Purifier,1,2,0
761,6.2,545,11.0,3381,838,Rare,Borewell,35,1572.9,Low Risk,31.865499999999997,UF + UV Purifier,1,0,1
648,8.9,240,9.4,3365,200,Rare,Borewell,40,1312.75,Low Risk,34.4085,UF + UV Purifier,1,0,1
411,9.0,415,18.9,3075,242,Rare,Tank Water,28,1609.5,Low Risk,29.154500000000002,UF + UV Purifier,1,3,1
1182,7.4,817,13.6,6685,56,Moderate,River,30,2505.4,Medium Risk,22.998499999999996,UF + UV Purifier,0,2,2
1837,5.8,570,1.8,9156,1043,Regular,Municipal,36,2620.3999999999996,Medium Risk,25.394999999999996,RO + UV Purifier,2,1,2
854,7.1,166,9.6,6241,1121,Regular,River,41,1821.85,Low Risk,29.652500000000003,UF + UV Purifier,2,2,1
134,8.7,316,5.2,777,819,Rare,Municipal,42,533.75,Low Risk,42.0485,UV Purifier,1,1,1
544,9.1,660,9.7,565,437,Rare,Tank Water,41,1041.75,Low Risk,37.060500000000005,UF + UV Purifier,1,3,1
2240,6.3,534,9.4,4762,1162,Regular,Municipal,39,2450.6,Low Risk,26.360999999999997,RO + UV Purifier,2,1,1
2082,5.8,558,11.9,6204,103,Rare,Tank Water,22,2698.7,Medium Risk,23.075999999999997,RO + UV Purifier,1,3,2
1330,9.0,347,7.5,9094,607,Regular,River,20,2485.25,Low Risk,24.481,RO + UV Purifier,2,2,1
452,7.1,958,3.7,8489,709,Moderate,River,36,2078.45,Low Risk,27.8585,UF + UV Purifier,0,2,1
1002,7.7,213,10.3,6755,1315,Moderate,Municipal,40,2022.1,Low Risk,27.829500000000003,UF + UV Purifier,0,1,1
1455,9.4,425,16.7,7941,1421,Moderate,River,30,2777.8999999999996,Medium Risk,20.003499999999995,RO + UV Purifier,0,2,2
1848,5.8,702,13.4,5192,815,Moderate,Municipal,22,2554.7,Medium Risk,23.820000000000004,RO + UV Purifier,0,1,2
258,8.1,317,7.1,4919,878,Moderate,River,29,1293.5,Low Risk,34.3195,UV Purifier,0,2,1
2077,5.8,598,18.7,8460,899,Moderate,Borewell,31,3324.6,High Risk,15.466999999999997,RO + UV Purifier,0,0,0
1056,7.0,123,18.3,6578,266,Regular,Municipal,23,2302.0499999999997,Low Risk,23.493,UF + UV Purifier,2,1,1
2171,8.7,557,4.6,1937,756,Rare,Tank Water,39,1810.7,Low Risk,33.593500000000006,RO + UV Purifier,1,3,1
503,7.2,122,1.3,9120,1419,Regular,Borewell,26,1726.4,Low Risk,31.543,UF + UV Purifier,2,0,1
615,9.5,357,15.0,7532,1339,Moderate,Tank Water,34,2197.95,Low Risk,24.429000000000002,UF + UV Purifier,0,3,1
1487,7.7,248,16.6,6231,407,Rare,River,25,2453.75,Low Risk,23.240500000000004,RO + UV Purifier,1,2,1
1055,6.8,179,19.4,3878,690,Rare,Borewell,43,1965.75,Low Risk,26.662,UF + UV Purifier,1,0,1
2299,6.4,807,17.9,9084,859,Moderate,River,30,3591.25,High Risk,13.509000000000002,RO + UV Purifier,0,2,0
1812,6.9,873,12.2,6847,935,Moderate,Municipal,22,2813.8999999999996,Medium Risk,21.481500000000004,RO + UV Purifier,0,1,2
707,7.0,621,10.8,6901,405,Moderate,Tank Water,39,2100.1,Low Risk,26.56349999999999,UF + UV Purifier,0,3,1
1373,5.8,840,1.0,7129,648,Moderate,River,39,2173.85,Low Risk,29.2275,RO + UV Purifier,0,2,1
1635,7.0,664,5.3,5041,682,Moderate,Tank Water,34,2084.45,Low Risk,29.697499999999998,RO + UV Purifier,0,3,1
2482,7.4,857,9.5,8376,1129,Moderate,Tank Water,20,3263.05,High Risk,18.862000000000005,RO + UV Purifier,0,3,0
1541,8.4,881,12.8,9033,1062,Rare,River,23,3033.9,Medium Risk,18.6235,RO + UV Purifier,1,2,2
1897,8.1,536,11.4,8824,225,Moderate,Municipal,31,2969.3,Medium Risk,20.089000000000002,RO + UV Purifier,0,1,2
394,8.3,902,15.0,764,836,Moderate,Tank Water,32,1317.5,Low Risk,33.064,UF + UV Purifier,0,3,1
854,5.5,200,6.0,1934,922,Rare,River,31,1047.1,Low Risk,38.137,UF + UV Purifier,1,2,1
1494,6.4,718,11.5,5827,1343,Regular,Municipal,28,2404.1499999999996,Low Risk,25.0055,RO + UV Purifier,2,1,1
285,8.1,255,2.2,5597,1114,Moderate,River,28,1184.8,Low Risk,36.4095,UV Purifier,0,2,1
1369,7.4,228,8.6,2160,966,Rare,Municipal,26,1455.1,Low Risk,34.581,RO + UV Purifier,1,1,1
736,5.5,246,15.1,6192,1442,Rare,Tank Water,23,2011.5,Low Risk,26.460000000000004,UF + UV Purifier,1,3,1
1391,8.7,784,14.0,2854,876,Regular,Borewell,32,2036.3999999999999,Low Risk,28.009999999999998,RO + UV Purifier,2,0,1
629,8.6,138,19.8,8957,847,Moderate,River,29,2512.1499999999996,Medium Risk,20.245499999999996,UF + UV Purifier,0,2,2
2168,7.7,848,5.9,6961,593,Moderate,Tank Water,23,2745.75,Medium Risk,24.122500000000002,RO + UV Purifier,0,3,2
893,5.8,483,10.2,9828,663,Moderate,River,18,2546.05,Medium Risk,22.526999999999997,UF + UV Purifier,0,2,2
2247,8.6,837,6.9,7544,708,Rare,River,42,2907.75,Medium Risk,22.455,RO + UV Purifier,1,2,2
577,7.8,797,9.1,5997,1047,Moderate,Municipal,33,1910.7,Low Risk,28.625499999999995,UF + UV Purifier,0,1,1
1722,8.6,232,17.2,5049,37,Moderate,River,37,2410.75,Low Risk,24.012500000000006,RO + UV Purifier,0,2,1
1039,8.5,258,13.8,6834,1422,Moderate,Municipal,32,2212.7,Low Risk,25.32,UF + UV Purifier,0,1,1
625,8.7,542,17.7,6510,1098,Moderate,Tank Water,19,2240.9,Low Risk,23.572000000000003,UF + UV Purifier,0,3,1
2481,7.6,179,4.5,5426,373,Regular,River,34,2314.95,Low Risk,29.002,RO + UV Purifier,2,2,1
101,6.1,714,17.5,9804,825,Regular,Tank Water,20,2542.3999999999996,Medium Risk,19.635,UV Purifier,2,3,2
474,8.2,62,1.7,6565,1428,Regular,Borewell,20,1317.65,Low Risk,35.462500000000006,UF + UV Purifier,2,0,1
2440,8.0,683,17.8,2679,1080,Moderate,Tank Water,22,2641.2,Medium Risk,23.2495,RO + UV Purifier,0,3,2
652,8.5,920,6.9,5467,1246,Moderate,River,34,1836.05,Low Risk,30.0235,UF + UV Purifier,0,2,1
2465,6.2,781,6.6,1134,878,Rare,Borewell,40,2018.05,Low Risk,31.819999999999993,RO + UV Purifier,1,0,1
1625,6.3,155,10.5,4131,1410,Rare,Municipal,34,1921.9,Low Risk,30.008500000000005,RO + UV Purifier,1,1,1
1951,9.1,424,18.8,5177,91,Rare,Borewell,37,2694.85,Medium Risk,21.4055,RO + UV Purifier,1,0,2
480,8.5,631,1.4,2718,1115,Moderate,River,23,987.6500000000001,Low Risk,39.119,UF + UV Purifier,0,2,1
1746,9.1,756,7.4,1889,451,Regular,River,18,1792.55,Low Risk,32.4645,RO + UV Purifier,2,2,1
113,8.5,747,17.2,4776,662,Regular,Tank Water,24,1797.0500000000002,Low Risk,27.189,UV Purifier,2,3,1
603,7.9,148,8.2,1749,821,Regular,Municipal,43,958.45,Low Risk,38.0555,UF + UV Purifier,2,1,1
2378,8.1,643,4.4,8140,580,Moderate,River,32,2875.35,Medium Risk,23.443999999999996,RO + UV Purifier,0,2,2
2108,9.1,636,8.8,6212,1433,Regular,River,24,2624.0,Medium Risk,24.534000000000006,RO + UV Purifier,2,2,2
229,7.8,935,8.0,1745,1330,Rare,Municipal,36,1117.0,Low Risk,36.1555,UV Purifier,1,1,1
937,8.0,901,18.4,8745,635,Rare,Municipal,37,2921.7,Medium Risk,17.427500000000002,UF + UV Purifier,1,1,2
2140,6.1,241,15.4,942,1484,Regular,Tank Water,39,1935.75,Low Risk,29.962999999999997,RO + UV Purifier,2,3,1
127,7.4,374,10.3,7476,1168,Rare,Borewell,28,1765.1999999999998,Low Risk,28.729,UV Purifier,1,0,1
2213,8.4,775,19.8,5175,1174,Regular,Municipal,40,3023.5,Medium Risk,18.618499999999994,RO + UV Purifier,2,1,2
1352,6.6,876,9.6,8453,554,Regular,River,31,2722.15,Medium Risk,22.000500000000006,RO + UV Purifier,2,2,2
360,6.3,516,1.6,4877,928,Rare,Municipal,30,1207.75,Low Risk,36.5805,UF + UV Purifier,1,1,1
2146,6.8,943,5.6,7558,1469,Rare,River,37,2855.05,Medium Risk,23.093,RO + UV Purifier,1,2,2
1572,6.5,416,9.0,1322,192,Rare,Tank Water,43,1531.5,Low Risk,34.237,RO + UV Purifier,1,3,1
1547,6.4,367,3.6,3439,816,Rare,Borewell,44,1598.5,Low Risk,34.572500000000005,RO + UV Purifier,1,0,1
559,7.2,193,19.0,7596,939,Regular,Tank Water,42,2265.75,Low Risk,22.757000000000005,UF + UV Purifier,2,3,1
400,9.1,433,15.5,6265,1011,Rare,Municipal,26,1954.6,Low Risk,26.3705,UF + UV Purifier,1,1,1
2434,7.5,265,5.7,1531,1390,Rare,River,26,1793.9,Low Risk,33.921499999999995,RO + UV Purifier,1,2,1
729,6.3,410,12.0,1062,408,Moderate,Municipal,33,1188.3,Low Risk,35.379999999999995,UF + UV Purifier,0,1,1
369,5.8,373,14.6,840,1377,Rare,Municipal,29,1062.35,Low Risk,35.38100000000001,UF + UV Purifier,1,1,1
2093,8.3,64,18.9,5067,202,Rare,Municipal,27,2591.35,Medium Risk,22.524500000000007,RO + UV Purifier,1,1,2
1728,7.0,266,17.7,8362,1029,Regular,Municipal,23,2946.0,Medium Risk,18.589000000000006,RO + UV Purifier,2,1,2
1901,8.8,541,10.5,2796,93,Regular,Borewell,35,2033.35,Low Risk,29.639,RO + UV Purifier,2,0,1
961,8.1,596,15.6,734,1154,Moderate,River,19,1482.8,Low Risk,32.272,UF + UV Purifier,0,2,1
1380,8.7,232,11.5,5702,1375,Rare,Municipal,44,2109.7,Low Risk,27.479000000000003,RO + UV Purifier,1,1,1
2280,6.6,319,11.3,9808,1004,Rare,River,37,3206.75,High Risk,18.391999999999992,RO + UV Purifier,1,2,0
1899,8.3,994,2.7,1791,95,Rare,Borewell,26,1773.4499999999998,Low Risk,34.0205,RO + UV Purifier,1,0,1
1806,6.6,516,3.0,5227,487,Rare,River,36,2039.25,Low Risk,30.877500000000005,RO + UV Purifier,1,2,1
2460,9.3,919,10.8,9220,482,Rare,River,23,3458.55,High Risk,16.633999999999993,RO + UV Purifier,1,2,0
675,8.0,661,5.7,3439,1312,Rare,Borewell,19,1378.8000000000002,Low Risk,34.7525,UF + UV Purifier,1,0,1
2103,6.8,568,0.9,5935,1479,Moderate,Municipal,32,2233.35,Low Risk,29.976500000000005,RO + UV Purifier,0,1,1
1407,6.6,591,14.6,7481,1008,Rare,River,34,2675.6,Medium Risk,21.433500000000002,RO + UV Purifier,1,2,2
2056,6.3,516,1.1,5892,207,Rare,Tank Water,33,2188.0,Low Risk,30.270000000000003,RO + UV Purifier,1,3,1
2120,8.3,354,12.1,8472,309,Rare,River,38,2974.1,Medium Risk,20.256000000000007,RO + UV Purifier,1,2,2
2312,6.4,193,11.0,1733,373,Moderate,Municipal,25,1942.8,Low Risk,31.0925,RO + UV Purifier,0,1,1
2452,7.9,160,19.4,3300,1070,Rare,Tank Water,27,2569.0,Medium Risk,23.413999999999998,RO + UV Purifier,1,3,2
1755,6.6,281,9.9,3275,325,Moderate,Municipal,27,1891.2,Low Risk,30.758499999999998,RO + UV Purifier,0,1,1
1679,8.1,740,1.7,6544,231,Regular,River,35,2222.1,Low Risk,29.166999999999994,RO + UV Purifier,2,2,1
1947,8.8,633,11.3,3987,991,Rare,Borewell,27,2308.3999999999996,Low Risk,26.866499999999995,RO + UV Purifier,1,0,1
2303,8.6,771,16.9,7883,713,Moderate,Municipal,26,3356.8999999999996,High Risk,16.042499999999997,RO + UV Purifier,0,1,0
1490,8.5,781,19.9,4350,1247,Regular,Municipal,41,2544.95,Medium Risk,21.941000000000003,RO + UV Purifier,2,1,2
1842,6.3,641,8.9,5497,1202,Moderate,Borewell,36,2390.0,Low Risk,26.324500000000008,RO + UV Purifier,0,0,1
2025,5.9,549,6.7,1390,404,Moderate,River,18,1736.05,Low Risk,33.624,RO + UV Purifier,0,2,1
719,8.3,644,18.2,6420,64,Regular,Municipal,21,2340.3,Low Risk,22.717,UF + UV Purifier,2,1,1
1374,7.0,603,4.2,1688,1422,Rare,River,41,1379.55,Low Risk,36.414,RO + UV Purifier,1,2,1
1056,7.2,322,12.5,6144,58,Rare,River,20,2094.5,Low Risk,26.828000000000003,UF + UV Purifier,1,2,1
2039,5.6,752,8.4,1240,804,Moderate,River,27,1879.9,Low Risk,31.975,RO + UV Purifier,0,2,1
2481,6.5,222,1.3,1869,250,Regular,Borewell,29,1672.75,Low Risk,36.0855,RO + UV Purifier,2,0,1
1068,5.6,56,7.3,2500,82,Rare,River,35,1226.2,Low Risk,36.442,UF + UV Purifier,1,2,1
1416,9.0,204,5.7,1971,820,Moderate,River,40,1323.4499999999998,Low Risk,36.5595,RO + UV Purifier,0,2,1
1143,6.5,571,13.9,2036,1406,Regular,Tank Water,37,1689.85,Low Risk,30.893,UF + UV Purifier,2,3,1
381,7.7,595,19.0,818,1445,Moderate,Tank Water,23,1340.95,Low Risk,31.849999999999998,UF + UV Purifier,0,3,1
2266,5.7,597,5.7,5653,105,Regular,Tank Water,38,2477.6,Low Risk,26.914499999999997,RO + UV Purifier,2,3,1
1158,8.2,970,16.3,2394,523,Rare,Municipal,19,2026.6,Low Risk,27.27499999999999,UF + UV Purifier,1,1,1
297,6.8,567,1.6,8491,146,Rare,Municipal,27,1741.2999999999997,Low Risk,31.1445,UV Purifier,1,1,1
1182,9.1,969,11.0,9967,309,Moderate,Tank Water,19,2962.1,Medium Risk,19.027500000000003,UF + UV Purifier,0,3,2
1284,9.1,963,1.9,9092,1228,Rare,Borewell,26,2515.1499999999996,Medium Risk,25.518000000000008,RO + UV Purifier,1,0,2
1108,6.8,264,18.7,6435,775,Rare,Borewell,44,2386.05,Low Risk,22.747500000000006,UF + UV Purifier,1,0,1
1329,9.1,183,15.4,1223,978,Regular,Tank Water,27,1546.3,Low Risk,32.2065,RO + UV Purifier,2,3,1
1135,9.5,334,13.3,2829,793,Rare,Municipal,19,1674.1499999999999,Low Risk,31.035499999999995,UF + UV Purifier,1,1,1
589,8.8,175,16.6,9827,324,Regular,Municipal,25,2511.3,Medium Risk,20.832499999999992,UF + UV Purifier,2,1,2
375,8.9,970,13.1,3270,1047,Regular,Borewell,41,1638.5,Low Risk,30.229999999999997,UF + UV Purifier,2,0,1
2389,6.5,488,19.4,8045,1074,Moderate,River,34,3396.85,High Risk,15.173499999999999,RO + UV Purifier,0,2,0
1339,7.8,898,14.4,5346,1126,Regular,Borewell,34,2451.5,Low Risk,23.732,RO + UV Purifier,2,0,1
1374,5.8,735,18.5,767,871,Rare,River,21,1872.8,Low Risk,28.6875,RO + UV Purifier,1,2,1
225,5.9,201,10.6,1069,1089,Regular,Municipal,35,787.3000000000001,Low Risk,38.557500000000005,UV Purifier,2,1,1
316,9.5,380,2.8,2473,1286,Regular,Municipal,29,811.95,Low Risk,40.1425,UF + UV Purifier,2,1,1
1308,6.8,587,10.8,9237,526,Moderate,Tank Water,34,2735.7,Medium Risk,21.392500000000005,RO + UV Purifier,0,3,2
1346,8.5,432,3.0,3322,235,Rare,Municipal,26,1485.6999999999998,Low Risk,35.45100000000001,RO + UV Purifier,1,1,1
1018,8.7,164,12.1,4960,455,Rare,River,36,1810.8,Low Risk,29.59,UF + UV Purifier,1,2,1
1417,8.9,943,9.9,770,73,Rare,Borewell,31,1644.35,Low Risk,32.882000000000005,RO + UV Purifier,1,0,1
2298,9.5,531,12.6,8141,1144,Regular,Tank Water,31,3113.1,Medium Risk,19.2105,RO + UV Purifier,2,3,2
1761,6.5,333,0.7,9430,634,Rare,River,34,2472.85,Low Risk,26.819999999999997,RO + UV Purifier,1,2,1
407,5.7,948,4.3,7180,483,Rare,Borewell,19,1879.1,Low Risk,29.636999999999997,UF + UV Purifier,1,0,1
1459,7.1,124,10.1,1757,624,Regular,Borewell,25,1452.85,Low Risk,34.43149999999999,RO + UV Purifier,2,0,1
2069,6.0,215,19.0,8750,1386,Moderate,Borewell,22,3203.75,High Risk,16.408,RO + UV Purifier,0,0,0
991,5.6,238,8.0,5870,536,Moderate,Municipal,44,1803.1,Low Risk,30.470000000000006,UF + UV Purifier,0,1,1
474,6.9,127,8.8,5358,823,Regular,Borewell,24,1449.85,Low Risk,32.753,UF + UV Purifier,2,0,1
2133,8.6,996,14.4,9081,50,Moderate,Municipal,39,3452.8499999999995,High Risk,15.355499999999996,RO + UV Purifier,0,1,0
1464,7.8,651,12.3,9410,1281,Moderate,Borewell,33,2928.45,Medium Risk,19.508999999999993,RO + UV Purifier,0,0,2
228,6.8,737,6.3,7499,1429,Moderate,Borewell,33,1822.5,Low Risk,29.3395,UV Purifier,0,0,1
1114,8.1,70,8.5,620,1183,Rare,Municipal,34,1021.5,Low Risk,38.348,UF + UV Purifier,1,1,1
1899,6.4,615,4.7,7408,649,Moderate,Municipal,39,2525.45,Medium Risk,25.910999999999994,RO + UV Purifier,0,1,2
1481,5.6,233,19.3,2803,443,Rare,River,44,2037.8,Low Risk,26.840500000000002,RO + UV Purifier,1,2,1
616,8.6,920,3.0,5361,1124,Moderate,Borewell,24,1646.15,Low Risk,32.630500000000005,UF + UV Purifier,0,0,1
1618,8.0,271,7.8,3411,1457,Rare,Municipal,37,1754.6,Low Risk,32.265499999999996,RO + UV Purifier,1,1,1
185,8.5,876,1.0,9491,1450,Regular,River,25,1950.35,Low Risk,29.1045,UV Purifier,2,2,1
1298,5.7,377,4.8,7736,366,Regular,River,25,2171.0499999999997,Low Risk,28.113999999999997,RO + UV Purifier,2,2,1
2458,8.8,228,15.7,6065,939,Moderate,Municipal,40,2869.35,Medium Risk,21.196499999999997,RO + UV Purifier,0,1,2
1242,8.0,837,4.4,7031,305,Rare,Borewell,28,2228.3,Low Risk,27.7395,RO + UV Purifier,1,0,1
2093,7.8,161,2.1,1609,921,Regular,River,32,1444.3,Low Risk,37.40350000000001,RO + UV Purifier,2,2,1
2261,8.0,785,9.8,7429,42,Regular,Borewell,35,2990.1,Medium Risk,21.053499999999996,RO + UV Purifier,2,0,2
402,9.0,775,0.7,1750,1056,Regular,Borewell,23,840.25,Low Risk,40.648999999999994,UF + UV Purifier,2,0,1
